iter	Logloss
118	0.33932307
119	0.3391554497
120	0.3389181424
121	0.3388384037
122	0.3385539035
123	0.3383452158
124	0.3381285322
125	0.3380327593
126	0.3379433433
127	0.3378043311
128	0.337517525
129	0.3373267433
130	0.3371153669
131	0.336961261
132	0.3368803172
133	0.3366512826
134	0.3364795766
135	0.3363320123
136	0.3361928416
137	0.3360054118
138	0.3357951713
139	0.335658672
140	0.3353072699
141	0.3351238681
142	0.3348931298
143	0.3347822744
144	0.3346753317
145	0.3344871968
146	0.3343219096
147	0.3339088423
148	0.3337965103
149	0.3336590371
150	0.3335539351
151	0.3330965573
152	0.3330034722
153	0.3328472681
154	0.3326819528
155	0.3325442386
156	0.3323669314
157	0.3322315191
158	0.3319294855
159	0.3317891855
160	0.3316739465
161	0.3315344379
162	0.3314209551
163	0.3312438467
164	0.3310632395
165	0.3309457067
166	0.3305973141
167	0.3304847759
168	0.330428654
169	0.3303400989
170	0.330124676
171	0.3300109395
172	0.3299392645
173	0.3298250255
174	0.3297163484
175	0.3295980227
176	0.3295349931
177	0.3294181617
178	0.3293613109
179	0.3292585269
180	0.329187765
181	0.3290605864
182	0.328957268
183	0.3288191749
184	0.3287448788
185	0.3285769628
186	0.3284070047
187	0.3283017067
188	0.3282092609
189	0.3279761931
190	0.3278675241
191	0.3277629307
192	0.3276382334
193	0.3275803499
194	0.3272861981
195	0.3272110051
196	0.3270482822
197	0.3269501916
198	0.326717077
199	0.3266539157
200	0.3265457232
201	0.3264583416
202	0.3263963029
203	0.326344845
204	0.3262684088
205	0.3261811832
206	0.3261016007
207	0.3259656099
208	0.3258602557
209	0.3255896408
210	0.3255081733
211	0.3254176422
212	0.3253378572
213	0.3251722094
214	0.324931609
215	0.3248377653
216	0.3246542191
217	0.324571537
218	0.3244992579
219	0.3244266335
220	0.3242079542
221	0.3241362581
222	0.3240551557
223	0.3238000466
224	0.3237056646
225	0.3235378344
226	0.3234218597
227	0.3233084609
228	0.3232638475
229	0.3231043459
230	0.3230107768
231	0.3229614444
232	0.3228127103
233	0.3227314092
234	0.3226663635
235	0.3224259273
236	0.3223015482
237	0.3222171735
238	0.3221293899
239	0.3220412751
240	0.3219674529
241	0.321863073
242	0.3216946671
243	0.3216236742
244	0.3215149827
245	0.3214601078
246	0.3213968769
247	0.3212433555
248	0.3211458928
249	0.3211012832
250	0.3210327051
251	0.3208979803
252	0.3207654439
253	0.3206860468
254	0.3206241431
255	0.3205365631
256	0.3203372401
257	0.320267857
258	0.3201940528
259	0.3201242496
260	0.3200891229
261	0.320014675
262	0.3199185285
263	0.3198590493
264	0.319815431
265	0.3196642214
266	0.319589617
267	0.3195104223
268	0.3194471201
269	0.319398099
270	0.3193527505
271	0.3192578907
272	0.3191920532
273	0.3191139701
274	0.3190516957
275	0.3190139036
276	0.3188817518
277	0.3187080819
278	0.318631165
279	0.3185444821
280	0.3184789884
281	0.3184103675
282	0.3183590053
283	0.3182303785
284	0.3181536073
285	0.3180402338
286	0.3179789944
287	0.3179383052
288	0.3177927341
289	0.3177003361
290	0.3176225768
291	0.3175824388
292	0.317481581
293	0.3173901831
294	0.3172962534
295	0.3172033407
296	0.3171392283
297	0.3170368263
298	0.3169514253
299	0.3168661767
300	0.3167718167
301	0.3167218031
302	0.3166763111
303	0.3165822251
304	0.3165215177
305	0.316445426
306	0.3163985224
307	0.3162565254
308	0.3161752486
309	0.3161406428
310	0.3160715743
311	0.3159447853
312	0.3158828189
313	0.3157696601
314	0.3156560479
315	0.315517881
316	0.3153942335
317	0.3153415932
318	0.3152796489
319	0.3151488119
320	0.3150802076
321	0.3149558356
322	0.3148931312
323	0.3147829604
324	0.3147282827
325	0.3146119991
326	0.3145450124
327	0.3145052763
328	0.3144104295
329	0.3143388785
330	0.3142058712
331	0.3141363438
332	0.3140513419
333	0.3139890574
334	0.313907846
335	0.3138164163
336	0.3137313195
337	0.3136512429
338	0.3135885565
339	0.3134916019
340	0.3134417094
341	0.3133640287
342	0.313239466
343	0.3131504974
344	0.3130723941
345	0.3129766614
346	0.3129051231
347	0.3128258789
348	0.3127599048
349	0.3126944526
350	0.3126348547
351	0.3125764741
352	0.3125146519
353	0.3124595943
354	0.3123464955
355	0.3122619334
356	0.3122118034
357	0.3121224309
358	0.3120245764
359	0.3119754977
360	0.3118668577
361	0.3117704573
362	0.3116896037
363	0.3116349405
364	0.3115595697
365	0.3114562661
366	0.3113664973
367	0.3113074145
368	0.3112481136
369	0.3111695599
370	0.3111137019
371	0.3110338355
372	0.3109468386
373	0.3108573565
374	0.3108058009
375	0.310749176
376	0.3106273056
377	0.3105396447
378	0.3105075192
379	0.3103955813
380	0.3102831898
381	0.310199516
382	0.3101289097
383	0.3100586377
384	0.3099650767
385	0.3099021022
386	0.309832956
387	0.3097685054
388	0.3096902874
389	0.3095947396
390	0.3094862697
391	0.3094275409
392	0.3093384245
393	0.3092838457
394	0.3092012868
395	0.309095429
396	0.3090008946
397	0.3089590635
398	0.3088964472
399	0.3088452238
400	0.3087677313
401	0.3086916239
402	0.308633406
403	0.3085270293
404	0.3084551685
405	0.3083781427
406	0.3082790996
407	0.3082025984
408	0.3081092629
409	0.3080512568
410	0.3079619928
411	0.3079061216
412	0.3078272513
413	0.3077648251
414	0.3076760821
415	0.3075645332
416	0.3075069291
417	0.3074140084
418	0.3073288815
419	0.3072305917
420	0.3071342204
421	0.3070953255
422	0.3070209452
423	0.3069324923
424	0.3068517229
425	0.306776618
426	0.3066853523
427	0.3066161023
428	0.3065324372
429	0.3064206836
430	0.3063236161
431	0.3062575822
432	0.3061997306
433	0.3061381056
434	0.3060518193
435	0.3059951964
436	0.305850603
437	0.3058013978
438	0.3057478775
439	0.3056977262
440	0.3056083767
441	0.3055356122
442	0.3054353354
443	0.3053619957
444	0.3053056526
445	0.3052251826
446	0.3051568142
447	0.3050806617
448	0.3049816403
449	0.3049088788
450	0.3048583701
451	0.3048256706
452	0.3047776032
453	0.3047267515
454	0.3046536523
455	0.3045781961
456	0.3045211384
457	0.3044357123
458	0.3043844093
459	0.3043141519
460	0.3042291531
461	0.3041801099
462	0.3041153342
463	0.3040448522
464	0.3039559525
465	0.3039111908
466	0.3038623821
467	0.3037289494
468	0.3036549793
469	0.3036159686
470	0.3035335097
471	0.3034664639
472	0.3033934353
473	0.3033271181
474	0.3032801933
475	0.3032007894
476	0.3031291145
477	0.3030609832
478	0.3029970023
479	0.3029118022
480	0.3028291119
481	0.3027805324
482	0.3027268236
483	0.3026544782
484	0.302587074
485	0.3025423787
486	0.3024514337
487	0.302406103
488	0.3023691871
489	0.3023025795
490	0.3022293003
491	0.3021784902
492	0.3021507966
493	0.302062769
494	0.3019926559
495	0.3019392507
496	0.3018622061
497	0.3018107817
498	0.3017559965
499	0.3016581375
500	0.3015873699
501	0.3015151154
502	0.3014292211
503	0.3013595345
504	0.301277426
505	0.301200797
506	0.3011165607
507	0.3010350588
508	0.3009705117
509	0.3008884147
510	0.3008316126
511	0.3007577034
512	0.3006660658
513	0.3006120162
514	0.3005387721
515	0.3004656288
516	0.3004264845
517	0.3003714086
518	0.3003170352
519	0.3002291874
520	0.3002077678
521	0.3001525837
522	0.3000914045
523	0.3000256171
524	0.2999613349
525	0.2998695005
526	0.2998277501
527	0.2997768466
528	0.299708145
529	0.2996886289
530	0.2996428571
531	0.2995780546
532	0.2995054657
533	0.2994302275
534	0.2993747208
535	0.2993158397
536	0.2992135937
537	0.2991408059
538	0.2990669124
539	0.2990071606
540	0.2989378869
541	0.2988971377
542	0.2988183077
543	0.2987501453
544	0.2986852583
545	0.298623261
546	0.2985531337
547	0.2985042378
548	0.2984243287
549	0.298374302
550	0.2983151465
551	0.2982786009
552	0.2982316307
553	0.2981663329
554	0.2980998726
555	0.2980278322
556	0.2979594237
557	0.2979135186
558	0.2978751421
559	0.2978282998
560	0.2977660506
561	0.297693012
562	0.2976732614
563	0.2976120681
564	0.2975445149
565	0.2974568025
566	0.2973868408
567	0.2973233261
568	0.2972820801
569	0.2972423782
570	0.2971693138
571	0.2971033442
572	0.2970473625
573	0.2969959012
574	0.296928393
575	0.2968697233
576	0.2968205748
577	0.296738008
578	0.2966679028
579	0.2966024825
580	0.296584259
581	0.296541117
582	0.2964861903
583	0.296404754
584	0.2963570642
585	0.296276268
586	0.2961834796
587	0.2961166794
588	0.2960538913
589	0.2959902576
590	0.2959312008
591	0.2958896146
592	0.2958368666
593	0.2957628589
594	0.2957189477
595	0.2956531613
596	0.2955647361
597	0.2955103231
598	0.295437231
599	0.2954202435
600	0.2953601358
601	0.2953026785
602	0.295228083
603	0.2951743631
604	0.2951301154
605	0.2950879426
606	0.2950213235
607	0.2949712889
608	0.2949138603
609	0.2948438657
610	0.2948089066
611	0.2947550737
612	0.2946998674
613	0.2946238987
614	0.2945492612
615	0.2944827149
616	0.2944458506
617	0.2943995837
618	0.2943504586
619	0.2943337626
620	0.2942587316
621	0.2941970454
622	0.2941551105
623	0.2941355764
624	0.2940446362
625	0.2939603967
626	0.2939216807
627	0.2938731608
628	0.2938025874
629	0.293763995
630	0.2937211547
631	0.2936745377
632	0.2936083751
633	0.2935399553
634	0.2935096861
635	0.2934671955
636	0.2934023806
637	0.2933446276
638	0.2932983736
639	0.2932489758
640	0.2931920891
641	0.293120154
642	0.2930823272
643	0.2930309788
644	0.2929584972
645	0.2928967915
646	0.2928329253
647	0.2927602383
648	0.2927146332
649	0.2926552548
650	0.2925843361
651	0.2925346379
652	0.2924953793
653	0.2924337369
654	0.2923797072
655	0.2923190344
656	0.2922373964
657	0.2921833389
658	0.2921164876
659	0.2920532212
660	0.2920109918
661	0.2919396734
662	0.2918879537
663	0.2918155518
664	0.2917913299
665	0.2917590505
666	0.2916984323
667	0.2916657511
668	0.2916276156
669	0.2915650313
670	0.2915250977
671	0.2914766571
672	0.2914122536
673	0.2913483891
674	0.2912959114
675	0.2912761479
676	0.291210702
677	0.2911681992
678	0.2911333832
679	0.2910884177
680	0.2910412999
681	0.2910010819
682	0.2909433637
683	0.2908775128
684	0.2908286107
685	0.2907800568
686	0.2907324653
687	0.2906784164
688	0.2906336801
689	0.2905738364
690	0.2905172817
691	0.2904540523
692	0.2904235472
693	0.2903665883
694	0.2903143911
695	0.2902645321
696	0.2901938679
697	0.2901439094
698	0.2900836507
699	0.290027479
700	0.289993045
701	0.2899525305
702	0.2898963287
703	0.2898455196
704	0.2897780894
705	0.2897235655
706	0.2896767551
707	0.2896594645
708	0.2896023044
709	0.2895480312
710	0.2895061377
711	0.2894408775
712	0.2893998839
713	0.2893590192
714	0.2893241515
715	0.289262931
716	0.2892283408
717	0.2891830735
718	0.2891351033
719	0.2890821904
720	0.2890534358
721	0.2889974857
722	0.2889469021
723	0.2889164326
724	0.2888496057
725	0.2888009437
726	0.2887411957
727	0.288674004
728	0.288617261
729	0.2885703987
730	0.28851155
731	0.2884632724
732	0.2884171524
733	0.2883621415
734	0.2883238083
735	0.2882748271
736	0.2882172101
737	0.2881738499
738	0.2881356691
739	0.2880994708
740	0.2880672085
741	0.288042193
742	0.2879760455
743	0.2879255371
744	0.2878699417
745	0.287828093
746	0.2877895181
747	0.2877314368
748	0.2876984969
749	0.2876554755
750	0.2876133845
751	0.2875646939
752	0.2875214922
753	0.2874944946
754	0.2874590732
755	0.2873961075
756	0.2873768289
757	0.2873266931
758	0.2872837888
759	0.2872298435
760	0.2871970205
761	0.2871339403
762	0.2870734826
763	0.2870392522
764	0.2869890709
765	0.2869415911
766	0.2868905571
767	0.2868398285
768	0.286785481
769	0.2867206951
770	0.286676453
771	0.2866035127
772	0.2865448734
773	0.2864666902
774	0.2864225949
775	0.2863825176
776	0.2863169103
777	0.2862761998
778	0.2862260484
779	0.2861807789
780	0.2861186305
781	0.2860778057
782	0.2860396344
783	0.2860028722
784	0.2859561367
785	0.2858996531
786	0.2858191661
787	0.2857807205
788	0.2857132915
789	0.285632823
790	0.2855866791
791	0.2855120983
792	0.2854770176
793	0.28540325
794	0.285351041
795	0.2853002064
796	0.2852396519
797	0.2851873294
798	0.2851338922
799	0.2850927175
800	0.2850596136
801	0.2850188267
802	0.2849669039
803	0.2849135506
804	0.284864721
805	0.2848024886
806	0.2847570918
807	0.2847068981
808	0.2846575027
809	0.2846054657
810	0.2845527962
811	0.2845034224
812	0.2844564714
813	0.2843965811
814	0.2843384016
815	0.2842887241
816	0.2842407436
817	0.2841780848
818	0.2841158541
819	0.2840711013
820	0.284018106
821	0.2839857628
822	0.283946825
823	0.2838882575
824	0.283838488
825	0.2838049983
826	0.283760937
827	0.2837128958
828	0.2836670655
829	0.2836115047
830	0.2835973121
831	0.2835464616
832	0.2834722851
833	0.2834209174
834	0.2833886025
835	0.2833440562
836	0.2832593532
837	0.2832168349
838	0.2831857555
839	0.2831577042
840	0.2831183877
841	0.283043659
842	0.2830099671
843	0.2829664145
844	0.2828821771
845	0.2828367015
846	0.282800548
847	0.2827599286
848	0.282699509
849	0.2826598334
850	0.2826122543
851	0.2825989177
852	0.2825575802
853	0.2825081684
854	0.2824708772
855	0.2823996606
856	0.2823553611
857	0.2823024843
858	0.2822402711
859	0.2822022694
860	0.2821767868
861	0.2821203051
862	0.2820568062
863	0.2820142638
864	0.2819704205
865	0.2819326597
866	0.2819020785
867	0.2818810745
868	0.2818199409
869	0.2817942422
870	0.2817494509
871	0.2817010699
872	0.2816600728
873	0.2816060717
874	0.28154944
875	0.2815047882
876	0.2814538853
877	0.2814378648
878	0.2814102052
879	0.2813801354
880	0.2813502846
881	0.2812887954
882	0.2812637134
883	0.281214703
884	0.2811506722
885	0.2810441944
886	0.2809987351
887	0.2809577636
888	0.2809112183
889	0.280868285
890	0.2808462557
891	0.2808032603
892	0.2807225868
893	0.2806925048
894	0.2806448101
895	0.2805948612
896	0.2805322901
897	0.2804854118
898	0.2804363535
899	0.2803906978
900	0.280354202
901	0.280289712
902	0.2802618136
903	0.2802203303
904	0.2801691446
905	0.2801234443
906	0.2800950955
907	0.2800692266
908	0.2800417828
909	0.2800038028
910	0.2799737842
911	0.2798954094
912	0.2798394211
913	0.2797778161
914	0.2797523097
915	0.2796766397
916	0.2796328045
917	0.2795889776
918	0.2795468073
919	0.2795044204
920	0.279464516
921	0.279423577
922	0.2793874433
923	0.2793525559
924	0.2792943128
925	0.2792232521
926	0.2791817483
927	0.2791325251
928	0.2790769327
929	0.2790378007
930	0.2789997858
931	0.2789790575
932	0.2789295654
933	0.2788801969
934	0.2788274559
935	0.2787801786
936	0.2787229304
937	0.2786928665
938	0.2786639485
939	0.27860544
940	0.2785596016
941	0.278512425
942	0.2784599937
943	0.2784112181
944	0.2783917559
945	0.2783472995
946	0.2782881434
947	0.2782448415
948	0.2781949307
949	0.2781484576
950	0.2780818777
951	0.2780378908
952	0.2779820609
953	0.2779253337
954	0.2778701079
955	0.2778246415
956	0.2777765876
957	0.2777190307
958	0.2776643764
959	0.2776292787
960	0.2776109593
961	0.2775954194
962	0.2775777148
963	0.2775363373
964	0.2775076572
965	0.2774711544
966	0.2774209096
967	0.2773687058
968	0.2773408761
969	0.2772832168
970	0.277238775
971	0.2771997315
972	0.2771685079
973	0.2771187645
974	0.2770705835
975	0.2770086541
976	0.2769789095
977	0.2769475616
978	0.2769301116
979	0.2768995376
980	0.2768693803
981	0.2768232935
982	0.2767833673
983	0.2767540335
984	0.276721235
985	0.2766642198
986	0.2766107151
987	0.2765777515
988	0.2765334827
989	0.2764881482
990	0.2764466185
991	0.276420525
992	0.2763867732
993	0.2763579444
994	0.2763117935
995	0.2762570397
996	0.2761990158
997	0.276147339
998	0.2761223485
999	0.2760747741
